army_leadership_1;Army Leadership 1;Fortifications de campagne;Feldbefestigungen;;;;;;;;;;;x
agriculture_40;Agriculture 40 ;;;;;;;;;;;;;x
agriculture_40_desc; ;;;;;;;;;;;;;x
agriculture_41;Agriculture 41 ;;;;;;;;;;;;;x
agriculture_41_desc; ;;;;;;;;;;;;;x
agriculture_42;Agriculture 42 ;;;;;;;;;;;;;x
agriculture_42_desc; ;;;;;;;;;;;;;x
agriculture_43;Agriculture 43 ;;;;;;;;;;;;;x
agriculture_43_desc; ;;;;;;;;;;;;;x
agriculture_44;Agriculture 44 ;;;;;;;;;;;;;x
agriculture_44_desc; ;;;;;;;;;;;;;x
agriculture_45;Agriculture 45 ;;;;;;;;;;;;;x
agriculture_45_desc; ;;;;;;;;;;;;;x
agriculture_46;Agriculture 46 ;;;;;;;;;;;;;x
agriculture_46_desc; ;;;;;;;;;;;;;x
agriculture_47;Agriculture 47 ;;;;;;;;;;;;;x
agriculture_47_desc; ;;;;;;;;;;;;;x
agriculture_48;Agriculture 48 ;;;;;;;;;;;;;x
agriculture_48_desc; ;;;;;;;;;;;;;x
agriculture_49;Agriculture 49 ;;;;;;;;;;;;;x
agriculture_49_desc; ;;;;;;;;;;;;;x
agriculture_50;Agriculture 50 ;;;;;;;;;;;;;x
agriculture_50_desc; ;;;;;;;;;;;;;x
agriculture_51;Agriculture 51 ;;;;;;;;;;;;;x
agriculture_51_desc; ;;;;;;;;;;;;;x
agriculture_52;Agriculture 52 ;;;;;;;;;;;;;x
agriculture_52_desc; ;;;;;;;;;;;;;x
agriculture_53;Agriculture 53 ;;;;;;;;;;;;;x
agriculture_53_desc; ;;;;;;;;;;;;;x
agriculture_54;Agriculture 54 ;;;;;;;;;;;;;x
agriculture_54_desc; ;;;;;;;;;;;;;x
manufacturing_1;Manufacturing 1;;;;;;;;;;;;;x
manufacturing_1_desc; ;;;;;;;;;;;;;x
manufacturing_2;Manufacturing 2 ;;;;;;;;;;;;;x
manufacturing_2_desc; ;;;;;;;;;;;;;x
manufacturing_3;Manufacturing 3 ;;;;;;;;;;;;;x
manufacturing_3_desc; ;;;;;;;;;;;;;x
manufacturing_4;Manufacturing 4  ;;;;;;;;;;;;;x
manufacturing_4_desc; ;;;;;;;;;;;;;x
manufacturing_5;Manufacturing 5 ;;;;;;;;;;;;;x
manufacturing_5_desc; ;;;;;;;;;;;;;x
manufacturing_6;Manufacturing 6 ;;;;;;;;;;;;;x
manufacturing_6_desc; ;;;;;;;;;;;;;x
manufacturing_7;Manufacturing 7 ;;;;;;;;;;;;;x
manufacturing_7_desc; ;;;;;;;;;;;;;x
manufacturing_8;Manufacturing 8 ;;;;;;;;;;;;;x
manufacturing_8_desc; ;;;;;;;;;;;;;x
manufacturing_9;Manufacturing 9; ;;;;;;;;;;;;;x
manufacturing_9_desc; ;;;;;;;;;;;;;x
manufacturing_10;Manufacturing 10 ;;;;;;;;;;;;;x
manufacturing_10_desc; ;;;;;;;;;;;;;x
manufacturing_11;Manufacturing 11 ;;;;;;;;;;;;;x
manufacturing_11_desc; ;;;;;;;;;;;;;x
manufacturing_12;Manufacturing 12 ;;;;;;;;;;;;;x
manufacturing_12_desc; ;;;;;;;;;;;;;x
manufacturing_13;Manufacturing 13 ;;;;;;;;;;;;;x
manufacturing_13_desc; ;;;;;;;;;;;;;x
manufacturing_14;Manufacturing 14 ;;;;;;;;;;;;;x
manufacturing_14_desc; ;;;;;;;;;;;;;x
manufacturing_15;Manufacturing 15 ;;;;;;;;;;;;;x
manufacturing_15_desc; ;;;;;;;;;;;;;x
manufacturing_16;Manufacturing 16 ;;;;;;;;;;;;;x
manufacturing_16_desc; ;;;;;;;;;;;;;x
manufacturing_17;Manufacturing 17 ;;;;;;;;;;;;;x
manufacturing_17_desc; ;;;;;;;;;;;;;x
manufacturing_18;Manufacturing 18 ;;;;;;;;;;;;;x
manufacturing_18_desc; ;;;;;;;;;;;;;x
manufacturing_19;Manufacturing 19 ;;;;;;;;;;;;;x
manufacturing_19_desc; ;;;;;;;;;;;;;x
manufacturing_20;Manufacturing 20 ;;;;;;;;;;;;;x
manufacturing_20_desc; ;;;;;;;;;;;;;x
manufacturing_21;Manufacturing 21 ;;;;;;;;;;;;;x
manufacturing_21_desc; ;;;;;;;;;;;;;x
manufacturing_22;Manufacturing 22 ;;;;;;;;;;;;;x
manufacturing_22_desc; ;;;;;;;;;;;;;x
manufacturing_23;Manufacturing 23 ;;;;;;;;;;;;;x
manufacturing_23_desc; ;;;;;;;;;;;;;x
manufacturing_24;Manufacturing 24 ;;;;;;;;;;;;;x
manufacturing_24_desc; ;;;;;;;;;;;;;x
manufacturing_25;Manufacturing 25 ;;;;;;;;;;;;;x
manufacturing_25_desc; ;;;;;;;;;;;;;x
manufacturing_26;Manufacturing 26 ;;;;;;;;;;;;;x
manufacturing_26_desc; ;;;;;;;;;;;;;x
manufacturing_27;Manufacturing 27 ;;;;;;;;;;;;;x
manufacturing_27_desc; ;;;;;;;;;;;;;x
manufacturing_28;Manufacturing 28 ;;;;;;;;;;;;;x
manufacturing_28_desc; ;;;;;;;;;;;;;x
manufacturing_29;Manufacturing 29 ;;;;;;;;;;;;;x
manufacturing_29_desc; ;;;;;;;;;;;;;x
manufacturing_30;Manufacturing 30 ;;;;;;;;;;;;;x
manufacturing_30_desc; ;;;;;;;;;;;;;x
manufacturing_31;Manufacturing 31 ;;;;;;;;;;;;;x
manufacturing_31_desc; ;;;;;;;;;;;;;x
manufacturing_32;Manufacturing 32 ;;;;;;;;;;;;;x
manufacturing_32_desc; ;;;;;;;;;;;;;x
manufacturing_33;Manufacturing 33 ;;;;;;;;;;;;;x
manufacturing_33_desc; ;;;;;;;;;;;;;x
manufacturing_34;Manufacturing 34 ;;;;;;;;;;;;;x
manufacturing_34_desc; ;;;;;;;;;;;;;x
manufacturing_35;Manufacturing 35 ;;;;;;;;;;;;;x
manufacturing_35_desc; ;;;;;;;;;;;;;x
manufacturing_36;Manufacturing 36 ;;;;;;;;;;;;;x
manufacturing_36_desc; ;;;;;;;;;;;;;x
manufacturing_37;Manufacturing 37 ;;;;;;;;;;;;;x
manufacturing_37_desc; ;;;;;;;;;;;;;x
manufacturing_38;Manufacturing 38 ;;;;;;;;;;;;;x
manufacturing_38_desc; ;;;;;;;;;;;;;x
manufacturing_39;Manufacturing 39 ;;;;;;;;;;;;;x
manufacturing_39_desc; ;;;;;;;;;;;;;x
manufacturing_40;Manufacturing 40 ;;;;;;;;;;;;;x
manufacturing_40_desc; ;;;;;;;;;;;;;x
manufacturing_41;Manufacturing 41 ;;;;;;;;;;;;;x
manufacturing_41_desc; ;;;;;;;;;;;;;x
manufacturing_42;Manufacturing 42 ;;;;;;;;;;;;;x
manufacturing_42_desc; ;;;;;;;;;;;;;x
manufacturing_43;Manufacturing 43 ;;;;;;;;;;;;;x
manufacturing_43_desc; ;;;;;;;;;;;;;x
manufacturing_44;Manufacturing 44 ;;;;;;;;;;;;;x
manufacturing_44_desc; ;;;;;;;;;;;;;x
manufacturing_45;Manufacturing 45 ;;;;;;;;;;;;;x
manufacturing_45_desc; ;;;;;;;;;;;;;x
manufacturing_46;Manufacturing 46 ;;;;;;;;;;;;;x
manufacturing_46_desc; ;;;;;;;;;;;;;x
manufacturing_47;Manufacturing 47 ;;;;;;;;;;;;;x
manufacturing_47_desc; ;;;;;;;;;;;;;x
manufacturing_48;Manufacturing 48 ;;;;;;;;;;;;;x
manufacturing_48_desc; ;;;;;;;;;;;;;x
manufacturing_49;Manufacturing 49 ;;;;;;;;;;;;;x
manufacturing_49_desc; ;;;;;;;;;;;;;x
manufacturing_50;Manufacturing 50 ;;;;;;;;;;;;;x
manufacturing_50_desc; ;;;;;;;;;;;;;x
manufacturing_51;Manufacturing 51 ;;;;;;;;;;;;;x
manufacturing_51_desc; ;;;;;;;;;;;;;x
manufacturing_52;Manufacturing 52 ;;;;;;;;;;;;;x
manufacturing_52_desc; ;;;;;;;;;;;;;x
manufacturing_53;Manufacturing 53 ;;;;;;;;;;;;;x
manufacturing_53_desc; ;;;;;;;;;;;;;x
manufacturing_54;Manufacturing 54 ;;;;;;;;;;;;;x
manufacturing_54_desc; ;;;;;;;;;;;;;x
metallurgy_1;Metallurgy 1;;;;;;;;;;;;;x
metallurgy_1_desc; ;;;;;;;;;;;;;x
metallurgy_2;Metallurgy 2 ;;;;;;;;;;;;;x
metallurgy_2_desc; ;;;;;;;;;;;;;x
metallurgy_3;Metallurgy 3 ;;;;;;;;;;;;;x
metallurgy_3_desc; ;;;;;;;;;;;;;x
metallurgy_4;Metallurgy 4  ;;;;;;;;;;;;;x
metallurgy_4_desc; ;;;;;;;;;;;;;x
metallurgy_5;Metallurgy 5 ;;;;;;;;;;;;;x
metallurgy_5_desc; ;;;;;;;;;;;;;x
metallurgy_6;Metallurgy 6 ;;;;;;;;;;;;;x
metallurgy_6_desc; ;;;;;;;;;;;;;x
metallurgy_7;Metallurgy 7 ;;;;;;;;;;;;;x
metallurgy_7_desc; ;;;;;;;;;;;;;x
metallurgy_8;Metallurgy 8 ;;;;;;;;;;;;;x
metallurgy_8_desc; ;;;;;;;;;;;;;x
metallurgy_9;Metallurgy 9; ;;;;;;;;;;;;;x
metallurgy_9_desc; ;;;;;;;;;;;;;x
metallurgy_10;Metallurgy 10 ;;;;;;;;;;;;;x
metallurgy_10_desc; ;;;;;;;;;;;;;x
metallurgy_11;Metallurgy 11 ;;;;;;;;;;;;;x
metallurgy_11_desc; ;;;;;;;;;;;;;x
metallurgy_12;Metallurgy 12 ;;;;;;;;;;;;;x
metallurgy_12_desc; ;;;;;;;;;;;;;x
metallurgy_13;Metallurgy 13 ;;;;;;;;;;;;;x
metallurgy_13_desc; ;;;;;;;;;;;;;x
metallurgy_14;Metallurgy 14 ;;;;;;;;;;;;;x
metallurgy_14_desc; ;;;;;;;;;;;;;x
metallurgy_15;Metallurgy 15 ;;;;;;;;;;;;;x
metallurgy_15_desc; ;;;;;;;;;;;;;x
metallurgy_16;Metallurgy 16 ;;;;;;;;;;;;;x
metallurgy_16_desc; ;;;;;;;;;;;;;x
metallurgy_17;Metallurgy 17 ;;;;;;;;;;;;;x
metallurgy_17_desc; ;;;;;;;;;;;;;x
metallurgy_18;Metallurgy 18 ;;;;;;;;;;;;;x
metallurgy_18_desc; ;;;;;;;;;;;;;x
metallurgy_19;Metallurgy 19 ;;;;;;;;;;;;;x
metallurgy_19_desc; ;;;;;;;;;;;;;x
metallurgy_20;Metallurgy 20 ;;;;;;;;;;;;;x
metallurgy_20_desc; ;;;;;;;;;;;;;x
metallurgy_21;Metallurgy 21 ;;;;;;;;;;;;;x
metallurgy_21_desc; ;;;;;;;;;;;;;x
metallurgy_22;Metallurgy 22 ;;;;;;;;;;;;;x
metallurgy_22_desc; ;;;;;;;;;;;;;x
metallurgy_23;Metallurgy 23 ;;;;;;;;;;;;;x
metallurgy_23_desc; ;;;;;;;;;;;;;x
metallurgy_24;Metallurgy 24 ;;;;;;;;;;;;;x
metallurgy_24_desc; ;;;;;;;;;;;;;x
metallurgy_25;Metallurgy 25 ;;;;;;;;;;;;;x
metallurgy_25_desc; ;;;;;;;;;;;;;x
metallurgy_26;Metallurgy 26 ;;;;;;;;;;;;;x
metallurgy_26_desc; ;;;;;;;;;;;;;x
metallurgy_27;Metallurgy 27 ;;;;;;;;;;;;;x
metallurgy_27_desc; ;;;;;;;;;;;;;x
metallurgy_28;Metallurgy 28 ;;;;;;;;;;;;;x
metallurgy_28_desc; ;;;;;;;;;;;;;x
metallurgy_29;Metallurgy 29 ;;;;;;;;;;;;;x
metallurgy_29_desc; ;;;;;;;;;;;;;x
metallurgy_30;Metallurgy 30 ;;;;;;;;;;;;;x
metallurgy_30_desc; ;;;;;;;;;;;;;x
metallurgy_31;Metallurgy 31 ;;;;;;;;;;;;;x
metallurgy_31_desc; ;;;;;;;;;;;;;x
metallurgy_32;Metallurgy 32 ;;;;;;;;;;;;;x
metallurgy_32_desc; ;;;;;;;;;;;;;x
metallurgy_33;Metallurgy 33 ;;;;;;;;;;;;;x
metallurgy_33_desc; ;;;;;;;;;;;;;x
metallurgy_34;Metallurgy 34 ;;;;;;;;;;;;;x
metallurgy_34_desc; ;;;;;;;;;;;;;x
metallurgy_35;Metallurgy 35 ;;;;;;;;;;;;;x
metallurgy_35_desc; ;;;;;;;;;;;;;x
metallurgy_36;Metallurgy 36 ;;;;;;;;;;;;;x
metallurgy_36_desc; ;;;;;;;;;;;;;x
metallurgy_37;Metallurgy 37 ;;;;;;;;;;;;;x
metallurgy_37_desc; ;;;;;;;;;;;;;x
metallurgy_38;Metallurgy 38 ;;;;;;;;;;;;;x
metallurgy_38_desc; ;;;;;;;;;;;;;x
metallurgy_39;Metallurgy 39 ;;;;;;;;;;;;;x
metallurgy_39_desc; ;;;;;;;;;;;;;x
metallurgy_40;Metallurgy 40 ;;;;;;;;;;;;;x
metallurgy_40_desc; ;;;;;;;;;;;;;x
metallurgy_41;Metallurgy 41 ;;;;;;;;;;;;;x
metallurgy_41_desc; ;;;;;;;;;;;;;x
metallurgy_42;Metallurgy 42 ;;;;;;;;;;;;;x
metallurgy_42_desc; ;;;;;;;;;;;;;x
metallurgy_43;Metallurgy 43 ;;;;;;;;;;;;;x
metallurgy_43_desc; ;;;;;;;;;;;;;x
metallurgy_44;Metallurgy 44 ;;;;;;;;;;;;;x
metallurgy_44_desc; ;;;;;;;;;;;;;x
metallurgy_45;Metallurgy 45 ;;;;;;;;;;;;;x
metallurgy_45_desc; ;;;;;;;;;;;;;x
metallurgy_46;Metallurgy 46 ;;;;;;;;;;;;;x
metallurgy_46_desc; ;;;;;;;;;;;;;x
metallurgy_47;Metallurgy 47 ;;;;;;;;;;;;;x
metallurgy_47_desc; ;;;;;;;;;;;;;x
metallurgy_48;Metallurgy 48 ;;;;;;;;;;;;;x
metallurgy_48_desc; ;;;;;;;;;;;;;x
metallurgy_49;Metallurgy 49 ;;;;;;;;;;;;;x
metallurgy_49_desc; ;;;;;;;;;;;;;x
metallurgy_50;Metallurgy 50 ;;;;;;;;;;;;;x
metallurgy_50_desc; ;;;;;;;;;;;;;x
metallurgy_51;Metallurgy 51 ;;;;;;;;;;;;;x
metallurgy_51_desc; ;;;;;;;;;;;;;x
metallurgy_52;Metallurgy 52 ;;;;;;;;;;;;;x
metallurgy_52_desc; ;;;;;;;;;;;;;x
metallurgy_53;Metallurgy 53 ;;;;;;;;;;;;;x
metallurgy_53_desc; ;;;;;;;;;;;;;x
metallurgy_54;Metallurgy 54 ;;;;;;;;;;;;;x
metallurgy_54_desc; ;;;;;;;;;;;;;x
infrastructure_1;Infrastructure 1;;;;;;;;;;;;;x
infrastructure_1_desc; ;;;;;;;;;;;;;x
infrastructure_2;Infrastructure 2 ;;;;;;;;;;;;;x
infrastructure_2_desc; ;;;;;;;;;;;;;x
infrastructure_3;Infrastructure 3 ;;;;;;;;;;;;;x
infrastructure_3_desc; ;;;;;;;;;;;;;x
infrastructure_4;Infrastructure 4  ;;;;;;;;;;;;;x
infrastructure_4_desc; ;;;;;;;;;;;;;x
infrastructure_5;Infrastructure 5 ;;;;;;;;;;;;;x
infrastructure_5_desc; ;;;;;;;;;;;;;x
infrastructure_6;Infrastructure 6 ;;;;;;;;;;;;;x
infrastructure_6_desc; ;;;;;;;;;;;;;x
infrastructure_7;Infrastructure 7 ;;;;;;;;;;;;;x
infrastructure_7_desc; ;;;;;;;;;;;;;x
infrastructure_8;Infrastructure 8 ;;;;;;;;;;;;;x
infrastructure_8_desc; ;;;;;;;;;;;;;x
infrastructure_9;Infrastructure 9; ;;;;;;;;;;;;;x
infrastructure_9_desc; ;;;;;;;;;;;;;x
infrastructure_10;Infrastructure 10 ;;;;;;;;;;;;;x
infrastructure_10_desc; ;;;;;;;;;;;;;x
infrastructure_11;Infrastructure 11 ;;;;;;;;;;;;;x
infrastructure_11_desc; ;;;;;;;;;;;;;x
infrastructure_12;Infrastructure 12 ;;;;;;;;;;;;;x
infrastructure_12_desc; ;;;;;;;;;;;;;x
infrastructure_13;Infrastructure 13 ;;;;;;;;;;;;;x
infrastructure_13_desc; ;;;;;;;;;;;;;x
infrastructure_14;Infrastructure 14 ;;;;;;;;;;;;;x
infrastructure_14_desc; ;;;;;;;;;;;;;x
infrastructure_15;Infrastructure 15 ;;;;;;;;;;;;;x
infrastructure_15_desc; ;;;;;;;;;;;;;x
infrastructure_16;Infrastructure 16 ;;;;;;;;;;;;;x
infrastructure_16_desc; ;;;;;;;;;;;;;x
infrastructure_17;Infrastructure 17 ;;;;;;;;;;;;;x
infrastructure_17_desc; ;;;;;;;;;;;;;x
infrastructure_18;Infrastructure 18 ;;;;;;;;;;;;;x
infrastructure_18_desc; ;;;;;;;;;;;;;x
infrastructure_19;Infrastructure 19 ;;;;;;;;;;;;;x
infrastructure_19_desc; ;;;;;;;;;;;;;x
infrastructure_20;Infrastructure 20 ;;;;;;;;;;;;;x
infrastructure_20_desc; ;;;;;;;;;;;;;x
infrastructure_21;Infrastructure 21 ;;;;;;;;;;;;;x
infrastructure_21_desc; ;;;;;;;;;;;;;x
infrastructure_22;Infrastructure 22 ;;;;;;;;;;;;;x
infrastructure_22_desc; ;;;;;;;;;;;;;x
infrastructure_23;Infrastructure 23 ;;;;;;;;;;;;;x
infrastructure_23_desc; ;;;;;;;;;;;;;x
infrastructure_24;Infrastructure 24 ;;;;;;;;;;;;;x
infrastructure_24_desc; ;;;;;;;;;;;;;x
infrastructure_25;Infrastructure 25 ;;;;;;;;;;;;;x
infrastructure_25_desc; ;;;;;;;;;;;;;x
infrastructure_26;Infrastructure 26 ;;;;;;;;;;;;;x
infrastructure_26_desc; ;;;;;;;;;;;;;x
infrastructure_27;Infrastructure 27 ;;;;;;;;;;;;;x
infrastructure_27_desc; ;;;;;;;;;;;;;x
infrastructure_28;Infrastructure 28 ;;;;;;;;;;;;;x
infrastructure_28_desc; ;;;;;;;;;;;;;x
infrastructure_29;Infrastructure 29 ;;;;;;;;;;;;;x
infrastructure_29_desc; ;;;;;;;;;;;;;x
infrastructure_30;Infrastructure 30 ;;;;;;;;;;;;;x
infrastructure_30_desc; ;;;;;;;;;;;;;x
infrastructure_31;Infrastructure 31 ;;;;;;;;;;;;;x
infrastructure_31_desc; ;;;;;;;;;;;;;x
infrastructure_32;Infrastructure 32 ;;;;;;;;;;;;;x
infrastructure_32_desc; ;;;;;;;;;;;;;x
infrastructure_33;Infrastructure 33 ;;;;;;;;;;;;;x
infrastructure_33_desc; ;;;;;;;;;;;;;x
infrastructure_34;Infrastructure 34 ;;;;;;;;;;;;;x
infrastructure_34_desc; ;;;;;;;;;;;;;x
infrastructure_35;Infrastructure 35 ;;;;;;;;;;;;;x
infrastructure_35_desc; ;;;;;;;;;;;;;x
infrastructure_36;Infrastructure 36 ;;;;;;;;;;;;;x
infrastructure_36_desc; ;;;;;;;;;;;;;x
infrastructure_37;Infrastructure 37 ;;;;;;;;;;;;;x
infrastructure_37_desc; ;;;;;;;;;;;;;x
infrastructure_38;Infrastructure 38 ;;;;;;;;;;;;;x
infrastructure_38_desc; ;;;;;;;;;;;;;x
infrastructure_39;Infrastructure 39 ;;;;;;;;;;;;;x
infrastructure_39_desc; ;;;;;;;;;;;;;x
infrastructure_40;Infrastructure 40 ;;;;;;;;;;;;;x
infrastructure_40_desc; ;;;;;;;;;;;;;x
infrastructure_41;Infrastructure 41 ;;;;;;;;;;;;;x
infrastructure_41_desc; ;;;;;;;;;;;;;x
infrastructure_42;Infrastructure 42 ;;;;;;;;;;;;;x
infrastructure_42_desc; ;;;;;;;;;;;;;x
infrastructure_43;Infrastructure 43 ;;;;;;;;;;;;;x
infrastructure_43_desc; ;;;;;;;;;;;;;x
infrastructure_44;Infrastructure 44 ;;;;;;;;;;;;;x
infrastructure_44_desc; ;;;;;;;;;;;;;x
infrastructure_45;Infrastructure 45 ;;;;;;;;;;;;;x
infrastructure_45_desc; ;;;;;;;;;;;;;x
infrastructure_46;Infrastructure 46 ;;;;;;;;;;;;;x
infrastructure_46_desc; ;;;;;;;;;;;;;x
infrastructure_47;Infrastructure 47 ;;;;;;;;;;;;;x
infrastructure_47_desc; ;;;;;;;;;;;;;x
infrastructure_48;Infrastructure 48 ;;;;;;;;;;;;;x
infrastructure_48_desc; ;;;;;;;;;;;;;x
infrastructure_49;Infrastructure 49 ;;;;;;;;;;;;;x
infrastructure_49_desc; ;;;;;;;;;;;;;x
infrastructure_50;Infrastructure 50 ;;;;;;;;;;;;;x
infrastructure_50_desc; ;;;;;;;;;;;;;x
infrastructure_51;Infrastructure 51 ;;;;;;;;;;;;;x
infrastructure_51_desc; ;;;;;;;;;;;;;x
infrastructure_52;Infrastructure 52 ;;;;;;;;;;;;;x
infrastructure_52_desc; ;;;;;;;;;;;;;x
infrastructure_53;Infrastructure 53 ;;;;;;;;;;;;;x
infrastructure_53_desc; ;;;;;;;;;;;;;x
infrastructure_54;Infrastructure 54 ;;;;;;;;;;;;;x
infrastructure_54_desc; ;;;;;;;;;;;;;x
science_1;Science 1;;;;;;;;;;;;;x
science_1_desc;Heated religious partisanship between catholic and protestant religions had been the main feature of the intellectual life of western europe in the 16th and 17th centuries. In the late 17th century and early 18th century, however, intellectual interests gradually shifted from supernatural religion to natural science and what is called the enlightenment.;;;;;;;;;;;;;x
science_2;Science 2;;;;;;;;;;;;;x
science_2_desc;Natural science was no novelty for 18th century "enlightened" intellectuals. It had been advanced by ancient greeks and medieval monks, and its subsequent sensational progress stemmed from early modern scientists such as Galileo, Copernicus and Harvey.;;;;;;;;;;;;;x
science_3;Science 3;;;;;;;;;;;;;x
science_3_desc;The novelty or inherent value of natural science was its extension and popularization and the philosophical speculation which proceeded it.;;;;;;;;;;;;;x
science_4;Science 4;;;;;;;;;;;;;x
science_4_desc;Where natural science had once been the vocation of intellectuals, in the early 18th centuryit now became a vocation of numerous curious persons and it was more rigoursly seperated from magic and superstition.;;;;;;;;;;;;;x
science_5;Science 5 ;;;;;;;;;;;;;x
science_5_desc;Kings and princes now patronised natural science and the middle and upper classes became 'science-conscious' and greatly interested in its advancement.;;;;;;;;;;;;;x
science_6;Science 6 ;;;;;;;;;;;;;x
science_6_desc;Interest in natural science was both reflected and promoted by the rise of new institutions such as 'scientific academy' and various royal societies across europe.;;;;;;;;;;;;;x
science_7;Science 7 ;;;;;;;;;;;;;x
science_7_desc;As a mathematician Isaac Newton invented infinitesimal calculus and established the binomial theorem. In mathematics he calculated tables by which future position of the moon among the stars could be predicted - a helpful contribution to navigaton. These discoveries and theorems as well as numerous others are collectivized as Newtonian Physics or Newtonianism and were a great help to the advancement of the sciences in the 18th century.;;;;;;;;;;;;;x
science_8;Science 8 ;;;;;;;;;;;;;x
science_8_desc;Newtonian Physics explained hydrodynmics, including the theory of the propagation of waves, and made many improvements in hydrostatics.;;;;;;;;;;;;;x
science_9;Science 9; ;;;;;;;;;;;;;x
science_9_desc;In the research field of Optics, Newtonian Physics showed tht the rainbow is caused by the decomposition of white light, and led to the early 18th century doctrine that the structure of light is essentially atomic.;;;;;;;;;;;;;x
science_10;Science 10 ;;;;;;;;;;;;;x
science_10_desc;In the realm of mathematics, Newtonianism established a wealth of mathematical evidence prvoving the law of gravitayion and stated that every particle of matter in the universe attracts every other particle with a force varying inversely as the sqaure of the distance between them and directly proportional to the product of their masses.;;;;;;;;;;;;;x
science_11;Science 11 ;;;;;;;;;;;;;x
science_11_desc;The law of gravity was a sensational and convincing explanation not only of how apples fall to the ground but of how the earth and other planets are held in their orbits about the sun.;;;;;;;;;;;;;x
science_12;Science 12 ;;;;;;;;;;;;;x
science_12_desc;The laws of gravity was detailed in the book, Principia published in 1687. Lagrange, the foremost mathematician of the 18th century described the principia as the greatest production of the human mind. The law of gravitation served to established the Copernican system of astronomical on a firm basis.;;;;;;;;;;;;;x
science_13;Science 13 ;;;;;;;;;;;;;x
science_13_desc;A number of useful inventions attended and aided the development of physical science. Optical instruments such as the telescope and miscroscope were constantly being improved.;;;;;;;;;;;;;x
science_14;Science 14 ;;;;;;;;;;;;;x
science_14_desc;Some early experimentation was conducted on electricity and electro-magnetism and in 1746 two professor of the University of Leyden invented the so-called Leyden jar for the storage and sudden discharge of electric energy.;;;;;;;;;;;;;x
science_15;Science 15 ;;;;;;;;;;;;;x
science_15_desc;If Newton was the father of modern physics than the father of modern chemistry was Robert Boyle who in 1660 set forth the law that the volume of gas varies inversely with the pressure. By the 1760s as the early industrial revolution got underway knowledge of this principle became invaluable to understanding steam power and combustion.;;;;;;;;;;;;;x
science_16;Science 16 ;;;;;;;;;;;;;x
science_16_desc;William Herschel, a musician by profession, a self taught mathematician was a most assidious observer of the heavens and a perfecter of the telescope, detected spots on the sun, mountains on the moon, and ploar snow on Mars.;;;;;;;;;;;;;x
science_17;Science 17 ;;;;;;;;;;;;;x
science_17_desc;In mineralogy there was steady progress on fossils which had been dug up, recorded and preserved. James Hutton, a scot who was in turn a lawyer, physicians, scientific farmer and student of rocks communicated a survey of his geological studies in 1785. Entitled, Theory of the Earth  he maintained that past changes in the earth's crust could be explained by those which are seen in process, and that changes occur over many countless centuries.;;;;;;;;;;;;;x
science_18;Science 18 ;;;;;;;;;;;;;x
science_18_desc;There was marked development of the biological and medical sciences during the 18th century. In medicine, Malphigi, a modest and industrious professor at the university of Bologna learned much from vivisection and the microscope by confirming the theory that blood circulates around the body through capillary arteries.;;;;;;;;;;;;;x
science_19;Science 19 ;;;;;;;;;;;;;x
science_19_desc;Advances in the knowledge of animals was stimulated by accounts of numerous overseas travelers during this period and also by the collection and classification of rare and strange beasts in various royal menageries across Europe.;;;;;;;;;;;;;x
science_20;Science 20 ;;;;;;;;;;;;;x
science_20_desc;Natural scientists began to discover that plants themselves had sexes, male and female. The swede Carl von Linne classified these sex organs during his wanderings among the laplanders in search of arctic plants.;;;;;;;;;;;;;x
science_21;Science 21 ;;;;;;;;;;;;;x
science_21_desc; ;;;;;;;;;;;;;x
science_22;Science 22 ;;;;;;;;;;;;;x
science_22_desc; ;;;;;;;;;;;;;x
science_23;Science 23 ;;;;;;;;;;;;;x
science_23_desc; ;;;;;;;;;;;;;x
science_24;Science 24 ;;;;;;;;;;;;;x
science_24_desc; ;;;;;;;;;;;;;x
science_25;Science 25 ;;;;;;;;;;;;;x
science_25_desc; ;;;;;;;;;;;;;x
science_26;Science 26 ;;;;;;;;;;;;;x
science_26_desc; ;;;;;;;;;;;;;x
science_27;Science 27 ;;;;;;;;;;;;;x
science_27_desc; ;;;;;;;;;;;;;x
science_28;Science 28 ;;;;;;;;;;;;;x
science_28_desc; ;;;;;;;;;;;;;x
science_29;Science 29 ;;;;;;;;;;;;;x
science_29_desc; ;;;;;;;;;;;;;x
science_30;Science 30 ;;;;;;;;;;;;;x
science_30_desc; ;;;;;;;;;;;;;x
science_31;Science 31 ;;;;;;;;;;;;;x
science_31_desc; ;;;;;;;;;;;;;x
science_32;Science 32 ;;;;;;;;;;;;;x
science_32_desc; ;;;;;;;;;;;;;x
science_33;Science 33 ;;;;;;;;;;;;;x
science_33_desc; ;;;;;;;;;;;;;x
science_34;Science 34 ;;;;;;;;;;;;;x
science_34_desc; ;;;;;;;;;;;;;x
science_35;Science 35 ;;;;;;;;;;;;;x
science_35_desc; ;;;;;;;;;;;;;x
science_36;Science 36 ;;;;;;;;;;;;;x
science_36_desc; ;;;;;;;;;;;;;x
science_37;Science 37 ;;;;;;;;;;;;;x
science_37_desc; ;;;;;;;;;;;;;x
science_38;Science 38 ;;;;;;;;;;;;;x
science_38_desc; ;;;;;;;;;;;;;x
science_39;Science 39 ;;;;;;;;;;;;;x
science_39_desc; ;;;;;;;;;;;;;x
science_40;Science 40 ;;;;;;;;;;;;;x
